State,County,Year,AgeGroup_Zero,Population,Total_male,Total_female,male_percentage
AK,Yukon-Koyukuk,2015,0,5465,2910,2555,53.24794145
AK,Yukon-Koyukuk,2016,0,5423,2884,2539,53.18089618
AK,Yukon-Koyukuk,2017,0,5409,2858,2551,52.83786282
AK,Yukon-Koyukuk,2018,0,5359,2831,2528,52.82701997
AK,Yukon-Koyukuk,2019,0,5230,2760,2470,52.77246654
AZ,Apache ,2015,0,71012,35157,35855,49.50853377
AZ,Apache ,2016,0,71381,35235,36146,49.36187501
AZ,Apache ,2017,0,71545,35313,36232,49.35774687
AZ,Apache ,2018,0,71731,35284,36447,49.18933237
AZ,Apache ,2019,0,71887,35482,36405,49.35802023
AZ,Cochise ,2015,0,126454,64266,62188,50.82164265
AZ,Cochise ,2016,0,125686,64054,61632,50.96351224
AZ,Cochise ,2017,0,124864,63288,61576,50.68554587
AZ,Cochise ,2018,0,126411,64120,62291,50.72343388
AZ,Cochise ,2019,0,125922,63757,62165,50.63213735
AZ,Coconino ,2015,0,138962,68713,70249,49.44733093
AZ,Coconino ,2016,0,140407,69330,71077,49.37788002
AZ,Coconino ,2017,0,141001,69679,71322,49.41738002
AZ,Coconino ,2018,0,142523,70440,72083,49.4236018
AZ,Coconino ,2019,0,143476,70721,72755,49.29117065
AZ,Gila ,2015,0,52978,26249,26729,49.54698177
AZ,Gila ,2016,0,53356,26449,26907,49.57080741
AZ,Gila ,2017,0,53578,26513,27065,49.48486319
AZ,Gila ,2018,0,53801,26651,27150,49.53625397
AZ,Gila ,2019,0,54018,26789,27229,49.59272835
AZ,Graham ,2015,0,37860,20318,17542,53.6661384
AZ,Graham ,2016,0,37807,20250,17557,53.56150977
AZ,Graham ,2017,0,37481,19942,17539,53.20562418
AZ,Graham ,2018,0,37995,20241,17754,53.27279905
AZ,Graham ,2019,0,38837,20809,18028,53.58034864
AZ,Greenlee ,2015,0,9577,4944,4633,51.62368174
AZ,Greenlee ,2016,0,9643,4973,4670,51.57108784
AZ,Greenlee ,2017,0,9443,4876,4567,51.63613258
AZ,Greenlee ,2018,0,9448,4861,4587,51.45004234
AZ,Greenlee ,2019,0,9498,4916,4582,51.7582649
AZ,La Paz ,2015,0,20466,10538,9928,51.49027656
AZ,La Paz ,2016,0,20648,10645,10003,51.55462999
AZ,La Paz ,2017,0,20706,10634,10072,51.35709456
AZ,La Paz ,2018,0,21039,10794,10245,51.30471981
AZ,La Paz ,2019,0,21108,10820,10288,51.26018571
AZ,Maricopa ,2015,0,4172905,2064000,2108905,49.46194558
AZ,Maricopa ,2016,0,4256143,2104920,2151223,49.45604506
AZ,Maricopa ,2017,0,4327184,2140106,2187078,49.45724517
AZ,Maricopa ,2018,0,4402403,2176549,2225854,49.44002173
AZ,Maricopa ,2019,0,4485414,2217230,2268184,49.43200338
AZ,Mohave ,2015,0,204574,103162,101412,50.42771809
AZ,Mohave ,2016,0,205412,103594,101818,50.43230191
AZ,Mohave ,2017,0,207017,104483,102534,50.47073429
AZ,Mohave ,2018,0,209292,105782,103510,50.54278233
AZ,Mohave ,2019,0,212181,107347,104834,50.59218309
AZ,Navajo ,2015,0,107638,53877,53761,50.05388432
AZ,Navajo ,2016,0,108467,54357,54110,50.11385951
AZ,Navajo ,2017,0,109079,54522,54557,49.98395658
AZ,Navajo ,2018,0,110242,55148,55094,50.02449157
AZ,Navajo ,2019,0,110924,55469,55455,50.00631063
AZ,Pima ,2015,0,1009103,496781,512322,49.22995968
AZ,Pima ,2016,0,1016707,500525,516182,49.23001415
AZ,Pima ,2017,0,1026391,505056,521335,49.20697863
AZ,Pima ,2018,0,1036554,510189,526365,49.21972227
AZ,Pima ,2019,0,1047279,515596,531683,49.23196207
AZ,Pinal ,2015,0,405614,212180,193434,52.31081767
AZ,Pinal ,2016,0,417193,217219,199974,52.06678923
AZ,Pinal ,2017,0,431564,224764,206800,52.0812672
AZ,Pinal ,2018,0,446806,232802,214004,52.10359753
AZ,Pinal ,2019,0,462789,240960,221829,52.06692467
AZ,Santa Cruz ,2015,0,46542,22272,24270,47.85355163
AZ,Santa Cruz ,2016,0,46400,22280,24120,48.01724138
AZ,Santa Cruz ,2017,0,46566,22408,24158,48.12094661
AZ,Santa Cruz ,2018,0,46395,22412,23983,48.30692963
AZ,Santa Cruz ,2019,0,46498,22415,24083,48.20637447
AZ,Yavapai ,2015,0,220805,108012,112793,48.91737053
AZ,Yavapai ,2016,0,224575,109881,114694,48.92842035
AZ,Yavapai ,2017,0,228082,111571,116511,48.91705615
AZ,Yavapai ,2018,0,231772,113304,118468,48.88597415
AZ,Yavapai ,2019,0,235099,114880,120219,48.8645209
AZ,Yuma ,2015,0,205186,105345,99841,51.34122211
AZ,Yuma ,2016,0,207247,106648,100599,51.45936974
AZ,Yuma ,2017,0,209507,107719,101788,51.41546583
AZ,Yuma ,2018,0,211612,108807,102805,51.41816154
AZ,Yuma ,2019,0,213787,110106,103681,51.50266387
AR,Arkansas ,2015,0,18330,8853,9477,48.29787234
AR,Arkansas ,2016,0,18154,8749,9405,48.19323565
AR,Arkansas ,2017,0,17872,8660,9212,48.45568487
AR,Arkansas ,2018,0,17726,8557,9169,48.27372222
AR,Arkansas ,2019,0,17486,8437,9049,48.25002859
AR,Ashley ,2015,0,20838,10090,10748,48.42115366
AR,Ashley ,2016,0,20530,9958,10572,48.50462737
AR,Ashley ,2017,0,20311,9853,10458,48.51065925
AR,Ashley ,2018,0,20012,9715,10297,48.54587248
AR,Ashley ,2019,0,19657,9580,10077,48.7358193
AR,Baxter ,2015,0,41138,19824,21314,48.18902232
AR,Baxter ,2016,0,41131,19844,21287,48.24584863
AR,Baxter ,2017,0,41308,19954,21354,48.305413
AR,Baxter ,2018,0,41624,20144,21480,48.39515664
AR,Baxter ,2019,0,41932,20346,21586,48.52141563
AR,Benton ,2015,0,251591,124485,127106,49.47911491
AR,Benton ,2016,0,259212,128503,130709,49.57447958
AR,Benton ,2017,0,266585,132350,134235,49.64645423
AR,Benton ,2018,0,272266,135349,136917,49.71204631
AR,Benton ,2019,0,279141,138868,140273,49.74833507
AR,Boone ,2015,0,37119,18354,18765,49.44637517
AR,Boone ,2016,0,37259,18377,18882,49.32231139
AR,Boone ,2017,0,37459,18470,18989,49.30724259
AR,Boone ,2018,0,37385,18416,18969,49.26039856
AR,Boone ,2019,0,37432,18447,18985,49.28136354
AR,Bradley ,2015,0,10999,5357,5642,48.70442768
AR,Bradley ,2016,0,10959,5350,5609,48.81832284
AR,Bradley ,2017,0,10813,5267,5546,48.70988625
AR,Bradley ,2018,0,10838,5266,5572,48.58830042
AR,Bradley ,2019,0,10763,5271,5492,48.97333457
AR,Calhoun ,2015,0,5200,2644,2556,50.84615385
AR,Calhoun ,2016,0,5143,2603,2540,50.61248299
AR,Calhoun ,2017,0,5201,2616,2585,50.29801961
AR,Calhoun ,2018,0,5227,2648,2579,50.66003444
AR,Calhoun ,2019,0,5189,2622,2567,50.52996724
AR,Carroll ,2015,0,27755,13716,14039,49.41812286
AR,Carroll ,2016,0,27728,13731,13997,49.52034045
AR,Carroll ,2017,0,27865,13804,14061,49.53884802
AR,Carroll ,2018,0,28097,13943,14154,49.62451507
AR,Carroll ,2019,0,28380,14141,14239,49.8273432
AR,Chicot ,2015,0,10970,5443,5527,49.61713765
AR,Chicot ,2016,0,10899,5425,5474,49.77520873
AR,Chicot ,2017,0,10647,5325,5322,50.01408848
AR,Chicot ,2018,0,10442,5275,5167,50.51714231
AR,Chicot ,2019,0,10118,5097,5021,50.37556829
AR,Clark ,2015,0,22513,10688,11825,47.47479234
AR,Clark ,2016,0,22602,10750,11852,47.56216264
AR,Clark ,2017,0,22184,10539,11645,47.50721241
AR,Clark ,2018,0,22313,10577,11736,47.40285932
AR,Clark ,2019,0,22320,10598,11722,47.48207885
AR,Clay ,2015,0,15206,7440,7766,48.92805472
AR,Clay ,2016,0,15060,7371,7689,48.94422311
AR,Clay ,2017,0,14865,7242,7623,48.7184662
AR,Clay ,2018,0,14763,7207,7556,48.81799092
AR,Clay ,2019,0,14551,7102,7449,48.80764209
AR,Cleburne ,2015,0,25355,12484,12871,49.23683692
AR,Cleburne ,2016,0,25173,12412,12761,49.30679697
AR,Cleburne ,2017,0,25059,12342,12717,49.25176583
AR,Cleburne ,2018,0,24994,12314,12680,49.26782428
AR,Cleburne ,2019,0,24919,12241,12678,49.12315904
AR,Cleveland ,2015,0,8284,4081,4203,49.26364075
AR,Cleveland ,2016,0,8245,4055,4190,49.18132201
AR,Cleveland ,2017,0,8162,4031,4131,49.38740505
AR,Cleveland ,2018,0,7995,3966,4029,49.60600375
AR,Cleveland ,2019,0,7956,3938,4018,49.49723479
AR,Columbia ,2015,0,24115,11600,12515,48.10284056
AR,Columbia ,2016,0,24026,11618,12408,48.35594772
AR,Columbia ,2017,0,23695,11464,12231,48.38151509
AR,Columbia ,2018,0,23586,11385,12201,48.27016026
AR,Columbia ,2019,0,23457,11328,12129,48.29262054
AR,Conway ,2015,0,20936,10283,10653,49.1163546
AR,Conway ,2016,0,20874,10266,10608,49.18079908
AR,Conway ,2017,0,20810,10216,10594,49.0917828
AR,Conway ,2018,0,20825,10233,10592,49.13805522
AR,Conway ,2019,0,20846,10260,10586,49.21807541
AR,Craighead ,2015,0,104457,50849,53608,48.67936089
AR,Craighead ,2016,0,105932,51696,54236,48.8011177
AR,Craighead ,2017,0,107188,52156,55032,48.65843191
AR,Craighead ,2018,0,108816,52882,55934,48.5976327
AR,Craighead ,2019,0,110332,53554,56778,48.53895515
AR,Crawford ,2015,0,61904,30477,31427,49.23268286
AR,Crawford ,2016,0,62263,30723,31540,49.34391211
AR,Crawford ,2017,0,62894,31051,31843,49.37036919
AR,Crawford ,2018,0,63379,31268,32111,49.33495322
AR,Crawford ,2019,0,63257,31224,32033,49.36054508
AR,Crittenden ,2015,0,49019,23232,25787,47.39386768
AR,Crittenden ,2016,0,49306,23436,25870,47.53174056
AR,Crittenden ,2017,0,48716,23163,25553,47.54700714
AR,Crittenden ,2018,0,48363,22999,25364,47.55494903
AR,Crittenden ,2019,0,47955,22784,25171,47.51120842
AR,Cross ,2015,0,17255,8359,8896,48.4439293
AR,Cross ,2016,0,17025,8222,8803,48.29368576
AR,Cross ,2017,0,16792,8106,8686,48.27298714
AR,Cross ,2018,0,16630,8028,8602,48.27420325
AR,Cross ,2019,0,16419,7977,8442,48.58395761
AR,Dallas ,2015,0,7530,3700,3830,49.13678619
AR,Dallas ,2016,0,7399,3640,3759,49.19583728
AR,Dallas ,2017,0,7307,3600,3707,49.26782537
AR,Dallas ,2018,0,7152,3522,3630,49.24496644
AR,Dallas ,2019,0,7009,3466,3543,49.45070623
AR,Desha ,2015,0,12029,5622,6407,46.73705212
AR,Desha ,2016,0,11905,5630,6275,47.29105418
AR,Desha ,2017,0,11743,5512,6231,46.93860172
AR,Desha ,2018,0,11507,5422,6085,47.11914487
AR,Desha ,2019,0,11361,5359,6002,47.17014347
AR,Drew ,2015,0,18613,9083,9530,48.79922635
AR,Drew ,2016,0,18553,9042,9511,48.73605347
AR,Drew ,2017,0,18370,8973,9397,48.84594447
AR,Drew ,2018,0,18328,8963,9365,48.90331733
AR,Drew ,2019,0,18219,8873,9346,48.70190461
AR,Faulkner ,2015,0,121241,59311,61930,48.91991983
AR,Faulkner ,2016,0,122206,59828,62378,48.9566797
AR,Faulkner ,2017,0,123530,60410,63120,48.90310046
AR,Faulkner ,2018,0,125138,61191,63947,48.89881571
AR,Faulkner ,2019,0,126007,61487,64520,48.79649543
AR,Franklin ,2015,0,17749,8817,8932,49.67603809
AR,Franklin ,2016,0,17655,8821,8834,49.96318323
AR,Franklin ,2017,0,17809,8894,8915,49.94104105
AR,Franklin ,2018,0,17764,8866,8898,49.9099302
AR,Franklin ,2019,0,17715,8837,8878,49.88427886
AR,Fulton ,2015,0,12138,5998,6140,49.41506014
AR,Fulton ,2016,0,12099,5983,6116,49.4503678
AR,Fulton ,2017,0,12131,5963,6168,49.15505729
AR,Fulton ,2018,0,12308,6044,6264,49.10627234
AR,Fulton ,2019,0,12477,6160,6317,49.37084235
AR,Garland ,2015,0,97814,47247,50567,48.30290143
AR,Garland ,2016,0,98282,47388,50894,48.21635701
AR,Garland ,2017,0,98327,47360,50967,48.16581407
AR,Garland ,2018,0,98966,47605,51361,48.10237859
AR,Garland ,2019,0,99386,47783,51603,48.07820015
AR,Grant ,2015,0,18016,8964,9052,49.75577265
AR,Grant ,2016,0,18064,8987,9077,49.75088574
AR,Grant ,2017,0,18103,8954,9149,49.46141524
AR,Grant ,2018,0,18180,8989,9191,49.44444444
AR,Grant ,2019,0,18265,9015,9250,49.35669313
AR,Greene ,2015,0,44300,21837,22463,49.29345372
AR,Greene ,2016,0,44730,21988,22742,49.15716521
AR,Greene ,2017,0,44993,22172,22821,49.2787767
AR,Greene ,2018,0,45339,22292,23047,49.16738349
AR,Greene ,2019,0,45325,22336,22989,49.27964699
AR,Hempstead ,2015,0,22085,10651,11434,48.2273036
AR,Hempstead ,2016,0,22032,10644,11388,48.31154684
AR,Hempstead ,2017,0,21876,10509,11367,48.03894679
AR,Hempstead ,2018,0,21685,10472,11213,48.2914457
AR,Hempstead ,2019,0,21532,10429,11103,48.43488761
AR,Hot Spring ,2015,0,33497,17402,16095,51.95092098
AR,Hot Spring ,2016,0,33438,17410,16028,52.06651115
AR,Hot Spring ,2017,0,33606,17600,16006,52.37160031
AR,Hot Spring ,2018,0,33672,17646,16026,52.40555952
AR,Hot Spring ,2019,0,33771,17646,16125,52.25193213
AR,Howard ,2015,0,13336,6418,6918,48.12537493
AR,Howard ,2016,0,13350,6421,6929,48.09737828
AR,Howard ,2017,0,13365,6477,6888,48.4624018
AR,Howard ,2018,0,13302,6404,6898,48.14313637
AR,Howard ,2019,0,13202,6373,6829,48.27298894
AR,Independence ,2015,0,37035,18043,18992,48.71877953
AR,Independence ,2016,0,37117,18099,19018,48.76202279
AR,Independence ,2017,0,37391,18233,19158,48.76307133
AR,Independence ,2018,0,37768,18424,19344,48.7820377
AR,Independence ,2019,0,37825,18479,19346,48.85393258
AR,Izard ,2015,0,13487,6989,6498,51.82027137
AR,Izard ,2016,0,13488,7001,6487,51.90539739
AR,Izard ,2017,0,13666,7094,6572,51.90984926
AR,Izard ,2018,0,13582,7050,6532,51.90693565
AR,Izard ,2019,0,13629,7073,6556,51.89669088
AR,Jackson ,2015,0,17365,8565,8800,49.32335157
AR,Jackson ,2016,0,17282,8531,8751,49.36349959
AR,Jackson ,2017,0,17017,8381,8636,49.25074925
AR,Jackson ,2018,0,16753,8303,8450,49.56127261
AR,Jackson ,2019,0,16719,8297,8422,49.62617381
AR,Jefferson ,2015,0,71872,35493,36379,49.38362645
AR,Jefferson ,2016,0,70407,34864,35543,49.51780363
AR,Jefferson ,2017,0,69238,34235,35003,49.44539126
AR,Jefferson ,2018,0,68067,33610,34457,49.37781891
AR,Jefferson ,2019,0,66824,33005,33819,49.39093739
AR,Johnson ,2015,0,26094,12973,13121,49.7164099
AR,Johnson ,2016,0,26127,12970,13157,49.64213266
AR,Johnson ,2017,0,26401,13119,13282,49.69129957
AR,Johnson ,2018,0,26659,13197,13462,49.50298211
AR,Johnson ,2019,0,26578,13157,13421,49.50334863
AR,Lafayette ,2015,0,7010,3407,3603,48.60199715
AR,Lafayette ,2016,0,6888,3357,3531,48.7369338
AR,Lafayette ,2017,0,6797,3313,3484,48.7420921
AR,Lafayette ,2018,0,6679,3288,3391,49.22892649
AR,Lafayette ,2019,0,6624,3238,3386,48.88285024
AR,Lawrence ,2015,0,16696,8239,8457,49.34714902
AR,Lawrence ,2016,0,16639,8222,8417,49.41402729
AR,Lawrence ,2017,0,16571,8184,8387,49.38748416
AR,Lawrence ,2018,0,16432,8111,8321,49.36100292
AR,Lawrence ,2019,0,16406,8036,8370,48.98207973
AR,Lee ,2015,0,9672,5435,4237,56.19313482
AR,Lee ,2016,0,9337,5253,4084,56.2600407
AR,Lee ,2017,0,9127,5156,3971,56.49172784
AR,Lee ,2018,0,8976,5043,3933,56.18315508
AR,Lee ,2019,0,8857,4983,3874,56.26058485
AR,Lincoln ,2015,0,13866,8541,5325,61.59671138
AR,Lincoln ,2016,0,13728,8472,5256,61.71328671
AR,Lincoln ,2017,0,13475,8318,5157,61.72912801
AR,Lincoln ,2018,0,13184,8095,5089,61.40018204
AR,Lincoln ,2019,0,13024,7995,5029,61.38667076
AR,Little River ,2015,0,12402,6062,6340,48.87921303
AR,Little River ,2016,0,12406,6042,6364,48.70224085
AR,Little River ,2017,0,12373,5989,6384,48.40378243
AR,Little River ,2018,0,12297,5933,6364,48.24754005
AR,Little River ,2019,0,12259,5904,6355,48.16053512
AR,Logan ,2015,0,21729,10813,10916,49.76298955
AR,Logan ,2016,0,21732,10818,10914,49.77912755
AR,Logan ,2017,0,21739,10798,10941,49.67109803
AR,Logan ,2018,0,21673,10820,10853,49.92386841
AR,Logan ,2019,0,21466,10700,10766,49.84626852
AR,Lonoke ,2015,0,71359,35334,36025,49.51582842
AR,Lonoke ,2016,0,71803,35513,36290,49.45893626
AR,Lonoke ,2017,0,72778,35986,36792,49.44626123
AR,Lonoke ,2018,0,73391,36181,37210,49.29896036
AR,Lonoke ,2019,0,73309,35960,37349,49.05264019
AR,Madison ,2015,0,15705,7864,7841,50.07322509
AR,Madison ,2016,0,16112,8036,8076,49.87586892
AR,Madison ,2017,0,16299,8148,8151,49.99079698
AR,Madison ,2018,0,16362,8179,8183,49.98777656
AR,Madison ,2019,0,16576,8300,8276,50.07239382
AR,Marion ,2015,0,16215,8046,8169,49.62072155
AR,Marion ,2016,0,16376,8080,8296,49.34049829
AR,Marion ,2017,0,16429,8102,8327,49.31523525
AR,Marion ,2018,0,16665,8182,8483,49.09690969
AR,Marion ,2019,0,16694,8180,8514,48.99964059
AR,Miller ,2015,0,43792,21652,22140,49.44282061
AR,Miller ,2016,0,43713,21553,22160,49.30569853
AR,Miller ,2017,0,43736,21533,22203,49.23404061
AR,Miller ,2018,0,43362,21293,22069,49.10520732
AR,Miller ,2019,0,43257,21294,21963,49.22671475
AR,Mississippi ,2015,0,43729,21268,22461,48.63591667
AR,Mississippi ,2016,0,42900,20884,22016,48.68065268
AR,Mississippi ,2017,0,42112,20533,21579,48.75807371
AR,Mississippi ,2018,0,41236,20067,21169,48.66378892
AR,Mississippi ,2019,0,40651,19795,20856,48.69498905
AR,Monroe ,2015,0,7452,3514,3938,47.15512614
AR,Monroe ,2016,0,7205,3391,3814,47.06453851
AR,Monroe ,2017,0,7013,3291,3722,46.92713532
AR,Monroe ,2018,0,6880,3221,3659,46.81686047
AR,Monroe ,2019,0,6701,3137,3564,46.81390837
AR,Montgomery ,2015,0,9027,4511,4516,49.97230531
AR,Montgomery ,2016,0,8936,4465,4471,49.96642793
AR,Montgomery ,2017,0,8890,4436,4454,49.89876265
AR,Montgomery ,2018,0,8910,4423,4487,49.64085297
AR,Montgomery ,2019,0,8986,4457,4529,49.59937681
AR,Nevada ,2015,0,8508,4229,4279,49.70615891
AR,Nevada ,2016,0,8378,4167,4211,49.7374075
AR,Nevada ,2017,0,8309,4137,4172,49.789385
AR,Nevada ,2018,0,8308,4127,4181,49.67501204
AR,Nevada ,2019,0,8252,4088,4164,49.53950557
AR,Newton ,2015,0,7846,3978,3868,50.70099414
AR,Newton ,2016,0,7848,3988,3860,50.81549439
AR,Newton ,2017,0,7815,3952,3863,50.56941779
AR,Newton ,2018,0,7800,3952,3848,50.66666667
AR,Newton ,2019,0,7753,3917,3836,50.52237843
AR,Ouachita ,2015,0,24316,11532,12784,47.42556342
AR,Ouachita ,2016,0,24013,11390,12623,47.43264065
AR,Ouachita ,2017,0,23817,11311,12506,47.49128774
AR,Ouachita ,2018,0,23620,11181,12439,47.33700254
AR,Ouachita ,2019,0,23382,11049,12333,47.25429818
AR,Perry ,2015,0,10307,5106,5201,49.53914815
AR,Perry ,2016,0,10286,5107,5179,49.65000972
AR,Perry ,2017,0,10346,5128,5218,49.56504929
AR,Perry ,2018,0,10380,5140,5240,49.51830443
AR,Perry ,2019,0,10455,5188,5267,49.62219034
AR,Phillips ,2015,0,19546,9211,10335,47.1247314
AR,Phillips ,2016,0,19050,8983,10067,47.15485564
AR,Phillips ,2017,0,18599,8770,9829,47.15307275
AR,Phillips ,2018,0,18054,8501,9553,47.08651822
AR,Phillips ,2019,0,17782,8343,9439,46.91823192
AR,Pike ,2015,0,10837,5433,5404,50.13380087
AR,Pike ,2016,0,10826,5422,5404,50.0831332
AR,Pike ,2017,0,10735,5379,5356,50.10712622
AR,Pike ,2018,0,10666,5331,5335,49.98124883
AR,Pike ,2019,0,10718,5338,5380,49.80406792
AR,Poinsett ,2015,0,24002,11740,12262,48.91259062
AR,Poinsett ,2016,0,23974,11647,12327,48.58179695
AR,Poinsett ,2017,0,24071,11709,12362,48.64359603
AR,Poinsett ,2018,0,23903,11605,12298,48.55039116
AR,Poinsett ,2019,0,23528,11379,12149,48.36365182
AR,Polk ,2015,0,20194,9891,10303,48.97989502
AR,Polk ,2016,0,20145,9834,10311,48.8160834
AR,Polk ,2017,0,20147,9814,10333,48.71196704
AR,Polk ,2018,0,20019,9765,10254,48.77866027
AR,Polk ,2019,0,19964,9747,10217,48.82288119
AR,Pope ,2015,0,63608,31529,32079,49.56766444
AR,Pope ,2016,0,63897,31611,32286,49.47180619
AR,Pope ,2017,0,63634,31498,32136,49.49869567
AR,Pope ,2018,0,63594,31516,32078,49.55813442
AR,Pope ,2019,0,64072,31778,32294,49.59732801
AR,Prairie ,2015,0,8299,4132,4167,49.78913122
AR,Prairie ,2016,0,8252,4124,4128,49.97576345
AR,Prairie ,2017,0,8248,4124,4124,50
AR,Prairie ,2018,0,8082,4050,4032,50.11135857
AR,Prairie ,2019,0,8062,4049,4013,50.22326966
AR,Pulaski ,2015,0,393576,188744,204832,47.95617619
AR,Pulaski ,2016,0,394151,188594,205557,47.84815972
AR,Pulaski ,2017,0,393280,188107,205173,47.83029902
AR,Pulaski ,2018,0,391918,187147,204771,47.75157048
AR,Pulaski ,2019,0,391911,186981,204930,47.71006683
AR,Randolph ,2015,0,17437,8616,8821,49.41216952
AR,Randolph ,2016,0,17444,8640,8804,49.52992433
AR,Randolph ,2017,0,17665,8753,8912,49.54995754
AR,Randolph ,2018,0,17970,8906,9064,49.56037841
AR,Randolph ,2019,0,17958,8899,9059,49.55451609
AR,St. Francis ,2015,0,26651,14522,12129,54.48951259
AR,St. Francis ,2016,0,26347,14417,11930,54.71970243
AR,St. Francis ,2017,0,25997,14281,11716,54.93326153
AR,St. Francis ,2018,0,25509,14055,11454,55.09820064
AR,St. Francis ,2019,0,24994,13798,11196,55.20524926
AR,Saline ,2015,0,116390,57127,59263,49.08239539
AR,Saline ,2016,0,117656,57730,59926,49.06677093
AR,Saline ,2017,0,119520,58609,60911,49.03698126
AR,Saline ,2018,0,121074,59284,61790,48.96509573
AR,Saline ,2019,0,122437,59792,62645,48.83491102
AR,Scott ,2015,0,10561,5365,5196,50.80011363
AR,Scott ,2016,0,10332,5258,5074,50.89043748
AR,Scott ,2017,0,10369,5266,5103,50.78599672
AR,Scott ,2018,0,10339,5241,5098,50.69155624
AR,Scott ,2019,0,10281,5210,5071,50.67600428
AR,Searcy ,2015,0,7835,3947,3888,50.37651563
AR,Searcy ,2016,0,7968,4013,3955,50.36395582
AR,Searcy ,2017,0,7927,3982,3945,50.23337959
AR,Searcy ,2018,0,7930,3975,3955,50.1261034
AR,Searcy ,2019,0,7881,3950,3931,50.12054308
AR,Sebastian ,2015,0,127385,62432,64953,49.01048004
AR,Sebastian ,2016,0,127385,62333,65052,48.93276288
AR,Sebastian ,2017,0,127786,62456,65330,48.87546367
AR,Sebastian ,2018,0,127570,62338,65232,48.86572078
AR,Sebastian ,2019,0,127827,62479,65348,48.87778012
AR,Sevier ,2015,0,17262,8608,8654,49.86675936
AR,Sevier ,2016,0,16971,8465,8506,49.8792057
AR,Sevier ,2017,0,17103,8583,8520,50.18417821
AR,Sevier ,2018,0,17061,8559,8502,50.16704765
AR,Sevier ,2019,0,17007,8514,8493,50.06173928
AR,Sharp ,2015,0,16808,8260,8548,49.14326511
AR,Sharp ,2016,0,17007,8385,8622,49.30322808
AR,Sharp ,2017,0,17147,8494,8653,49.53636205
AR,Sharp ,2018,0,17290,8552,8738,49.46211683
AR,Sharp ,2019,0,17442,8579,8863,49.18587318
AR,Stone ,2015,0,12386,6088,6298,49.15226869
AR,Stone ,2016,0,12509,6153,6356,49.18858422
AR,Stone ,2017,0,12520,6163,6357,49.22523962
AR,Stone ,2018,0,12454,6126,6328,49.18901558
AR,Stone ,2019,0,12506,6205,6301,49.61618423
AR,Union ,2015,0,40086,19570,20516,48.82003692
AR,Union ,2016,0,39879,19431,20448,48.7248928
AR,Union ,2017,0,39460,19257,20203,48.80131779
AR,Union ,2018,0,39139,19037,20102,48.63946447
AR,Union ,2019,0,38682,18841,19841,48.70740913
AR,Van Buren ,2015,0,16808,8340,8468,49.61922894
AR,Van Buren ,2016,0,16669,8249,8420,49.48707181
